Handle,Title,Style,Material,Face Shapes,Tags
l-a-eyeworks-one-pair-alto-230,L.A. EYEWORKS “ONE PAIR” ALTO 230,round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
mykonos-2000s-etnia-barcelona-vintage-sunglasses-frames,“Mykonos” 2000s Etnia Barcelona Sunglasses (Frames Only),square,acetate,"oval, round","style:square, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
dancing-feet-1970s-charles-jourdan-vintage-sunglasses,“Dancing Feet” 1970s Charles Jourdan Sunglasses,round,,"heart, square, diamond","style:round, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
dioptrial-70s-acetate-frames,Dioptrial 70s Acetate frames,rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
snakeskin-1980s,"""Snakeskin"" 1980s",cat_eye,,"heart, oval, round, square, diamond","style:cat_eye, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx, lens:tinted"
carrie-bradshaw-1980s,"""Carrie Bradshaw"" 1980s",cat_eye,,"heart, oval, round, square, diamond","style:cat_eye, vibe:retro, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx, lens:tinted"
gucci-gang-1980s,"""Gucci Gang"" 1980s",rectangle,,"heart, oval, round, diamond","style:rectangle, vibe:retro, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx, lens:tinted"
seafoam-1980s,"""Seafoam"" 1980s",rectangle,,"heart, oval, round, diamond","style:rectangle, vibe:retro, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
divel-1990s,"""Diva"" 1990s",cat_eye,,"heart, oval, round, square, diamond","style:cat_eye, vibe:retro, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx, lens:tinted"
architectural-1980s-chloe-vintage-sunglasses,“Architectural” 1980s Chloe Sunglasses,round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted"
flying-saucers-1990s,“Sex-Rays” 1990s,aviator,,"heart, oval, square, diamond","style:aviator, vibe:retro, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
parallel-1990s,“Parallel” 1990s,rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx, lens:tinted"
movie-star-1990s,"""Movie Star"" 1990s",rectangle,wire,"heart, oval, round, diamond","style:rectangle, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted"
cathead-934-1990s-la-eyeworks-vintage-glasses,"""Cathead 934"" 1990s LA Eyeworks Eyeglasses",rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
one-pair-659-1990s,"""One Pair 659"" 1990s",cat_eye,wire,"heart, oval, round, square, diamond","style:cat_eye, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
regumba-228m-1990s-l-a-eyeworks-vintage-glasses-round-frame,“Regumba 228M” 1990s L.A. Eyeworks Eyeglasses,round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
echo-park-600-1990s-la-eyeworks-vintage-glasses,“Echo Park” 1990s L.A. Eyeworks Eyeglasses,cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
one-pair-1990s-l-a-eyeworks-vintage-glasses-frame,"""One Pair"" 1990s L.A. Eyeworks Eyeglasses",cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:custom"
wassily-1990s,"""Wassily"" 1990s Rapp",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
war-1,"""War""",round,,"heart, square, diamond","style:round, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted"
silverman-1990s,"""Silverman"" 1990s",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
hayden-1990s-l-a-eyeworks-vintage-glasses,“Hayden” 1990s L.A. Eyeworks Eyeglasses,round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
giorgio-armani-1990s-vintage-glasses,Giorgio Armani 1990s vintage glasses,round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
andy-boy-1990s-l-a-eyeworks,“Andy Boy” 1990s L.A. Eyeworks Reading Glasses,round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
corbu-wheat-2000s-blake-kuwahara-vintage-glasses,"""Corbu Wheat"" 2000s Blake Kuwahara Eyeglasses",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx, lens:custom"
jack,"""Jack"" 2000s",square,acetate,"oval, round","style:square, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
mooch-1990s-l-a-eyeworks-vintage-glasses,“Mooch” 1990s L.A. Eyeworks Reading Glasses,round,,"heart, square, diamond","style:round, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
submarine-y2k-esprit-vintage-glasses,“Submarine” 2000s ESPRT Sunglasses,rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
carla-y2k-tom-ford-vintage-sunglasses,“Carla” 2000s Tom Ford Sunglasses,square,wire,"oval, round","style:square, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:tinted"
braids-1980s,"""Braids"" 1980s",round,,"heart, square, diamond","style:round, vibe:retro, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:polarized"
morpheus-1980s,"""Morpheus"" 1980s",rectangle,,"heart, oval, round, diamond","style:rectangle, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:polarized"
cerveza-1990s-frost-eyewear-vintage-glasses,“Cerveza” 1990s Tattoo/Frost Eyewear Sunglasses,cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
sporty-spice-1990s-1,"""Michelango"" 1990s",round,,"heart, square, diamond","style:round, vibe:retro, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:custom"
italian-summer-1990s,"""Italian Summer"" 1990s",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:polarized, lens:custom"
tony-the-tiger-1990s,"""Tony the Tiger"" 1990s",aviator,acetate,"heart, oval, square, diamond","style:aviator, material:acetate, vibe:retro, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:tinted, lens:custom"
groovy-baby-1970s,"""Groovy, Baby"" 1970s",aviator,acetate,"heart, oval, square, diamond","style:aviator, material:acetate, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:tinted, lens:custom"
playboy-mansion-1980s,"""Playboy Mansion"" 1980s",aviator,,"heart, oval, square, diamond","style:aviator, vibe:retro, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:tinted, lens:custom"
purple-hues-1980s-carrera-tortoise-aviator-sunglasses,"""Purple Hues"" 1980s Carrera Sunglasses",aviator,acetate,"heart, oval, square, diamond","style:aviator, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:tinted"
far-out-1980s,"""Far Out"" 1980s",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:modern, vibe:trendy, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
barcelona-blue-1980s,"""Barcelona Blues"" 1980s",square,acetate,"oval, round","style:square, material:acetate, vibe:retro, vibe:modern, vibe:trendy, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:tinted"
rose-colored-vision-y2k,"""Rose-colored Vision"" y2k",square,wire,"oval, round","style:square, material:wire, vibe:retro, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
heavy-hitter-1980s,"""Heavy Hitter"" 1980s",rectangle,,"heart, oval, round, diamond","style:rectangle, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted"
femme-fatale-1990s,"""Femme Fatale"" 1990s",rectangle,,"heart, oval, round, diamond","style:rectangle, vibe:retro, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted"
azure-vision-1980s,"""Azure Vision"" 1980s",rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted"
french-skier-1980s,"""French Skier"" 1980s",aviator,acetate,"heart, oval, square, diamond","style:aviator, material:acetate, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:polarized"
mellow-1990s,"""Mellow"" 1990s",round,,"heart, square, diamond","style:round, vibe:retro, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
red-rose-1980s,"""Red Rose"" 1980s",aviator,acetate,"heart, oval, square, diamond","style:aviator, material:acetate, vibe:retro, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:polarized"
monochromatic-2000s,"""Monochromatic"" 2000s",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:classic, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted"
black-gold-1990s,"""Black/Gold"" 1990s",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:polarized, lens:tinted"
retro-vision-1960s-cool-ray-polaroid-vintage-sunglasses,“Retro Vision” 1960s Sunglasses,cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:polarized"
class-act-pilot-1970s,"""Class Act Pilot"" 1970s",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:tinted"
hot-nerd-1970s,"""Hot Nerd"" 1970s",aviator,acetate,"heart, oval, square, diamond","style:aviator, material:acetate, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:tinted"
opal_1990s_l-a-_eyeworks_vintage_sunglasses,"""Opal"" 1990s",cat_eye,,"heart, oval, round, square, diamond","style:cat_eye, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:polarized"
product,"""Pink Tears"" 1990s",aviator,acetate,"heart, oval, square, diamond","style:aviator, material:acetate, vibe:retro, vibe:modern, vibe:trendy, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
classic-ralph-y2k,"""Classic Ralph"" y2k",rectangle,,"heart, oval, round, diamond","style:rectangle, vibe:modern, vibe:classic, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:polarized"
hybrid-baby-1990s,"""Hybrid Baby"" 1990s Anne & Valentin Sunglasses",cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:polarized"
classic-1980s,"""Classic"" 1980s",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:polarized"
glamour-1960s-optima-gold-vintage-sunglasses,"""Glamour"" 1960s",cat_eye,wire,"heart, oval, round, square, diamond","style:cat_eye, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:polarized"
roundabout-1980s,"""Roundabout"" 1980s",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:polarized"
plaid-me-baby-1990s,"""Plaid Me, Baby"" 1990s",rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:polarized"
take-off-1970s,"""Take Off"" 1970s",aviator,acetate,"heart, oval, square, diamond","style:aviator, material:acetate, vibe:retro, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
goggles-1990s,“Goggles” 1990s,round,,"heart, square, diamond","style:round, vibe:retro, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted"
sporty-spice-1980s,"""Sporty Spice"" 1980s",round,,"heart, square, diamond","style:round, vibe:retro, vibe:trendy, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:polarized"
big-sky-blues-y2k,"""Big Sky Blues"" y2k",wayfarer,,"heart, oval, round, square","style:wayfarer, vibe:trendy, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, use_case:day, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:tinted"
viva-la-juicy-1990s,"""Viva la Juicy"" 1990s",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:polarized"
glam-kitten-1950s,"""Glam Kitten"" 1950s",cat_eye,,"heart, oval, round, square, diamond","style:cat_eye, vibe:retro, vibe:classic, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:polarized"
skater-nostalgia-1990s,"""Skater Nostalgia"" 1990s",rectangle,,"heart, oval, round, diamond","style:rectangle, vibe:retro, vibe:classic, vibe:trendy, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
mellow-yellow-1980s,"""Mellow Yellow"" 1980s",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:classic, vibe:trendy, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
zebra-wrap-1990s,“Zebra Wrap” y2k,round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:trendy, vibe:edgy, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
catty-1950s-1,"""Catty"" 1950s",cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
stussy-era-y2k,"""Stüssy Era"" y2k",aviator,,"heart, oval, square, diamond","style:aviator, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
chains-1980s,“Chains” 1980s,rectangle,,"heart, oval, round, diamond","style:rectangle, vibe:retro, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
mr-lennon-1990s,"""Mr Lennon"" 1990s",round,,"heart, square, diamond","style:round, vibe:retro, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:polarized"
bubblegum-1970s,"""Bubblegum"" 1970s",square,,"oval, round","style:square, vibe:retro, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:tinted"
bubblegum-1990s,"""Circles"" 1990s",round,,"heart, square, diamond","style:round, vibe:retro, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted"
mount-fuji-1980s,"""Mount Fuji"" 1980s",aviator,,"heart, oval, square, diamond","style:aviator, vibe:retro, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
joe-cool-1980s,"""Joe Cool"" 1980s",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:tinted"
driver-s-seat-1980s-bugatti,“Driver’s Seat” 1980s,aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:polarized, lens:tinted"
taxi-driver-1980s,“Taxi Driver” 1980s,cat_eye,,"heart, oval, round, square, diamond","style:cat_eye, vibe:retro, vibe:edgy, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
visual-art-1980s,"""Visual Art"" 1980s",square,,"oval, round","style:square, vibe:retro, vibe:trendy, vibe:edgy, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
pink-panther-y2k,“Pink Panther” y2k,rectangle,,"heart, oval, round, diamond","style:rectangle, vibe:retro, vibe:classic, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
here-kitty-kitty-1950s,"""Here Kitty, Kitty"" Yuniku Zoralei 1950s",cat_eye,wire,"heart, oval, round, square, diamond","style:cat_eye, material:wire, vibe:luxury, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
flying-in-style-1970s,"""Flying in Style"" SRO 1970s",aviator,acetate,"heart, oval, square, diamond","style:aviator, material:acetate, vibe:retro, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
bunny-style-1970s,"""Bunny Style"" 1970s",rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted"
purple-geometry-1990s,“Purple Geometry” 1990s,rectangle,,"heart, oval, round, diamond","style:rectangle, vibe:retro, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
faded-1980s,“Faded” 1980s,cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, vibe:trendy, vibe:edgy, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
sultry-pilot-1970s,"""Sultry Pilot"" 1970s",aviator,acetate,"heart, oval, square, diamond","style:aviator, material:acetate, vibe:retro, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:tinted"
just-like-honey-1990s,"""Just Like Honey"" 1990s",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx, lens:tinted"
ocean-eyes-1980s,"""Ocean Eyes"" 1980s",aviator,,"heart, oval, square, diamond","style:aviator, vibe:retro, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:tinted"
ski-mountain-1980s,"""Ski Mountain"" 1980s",aviator,acetate,"heart, oval, square, diamond","style:aviator, material:acetate, vibe:retro, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:polarized"
bubbly-1980s-fendi,"""Bubbly"" 1980s Fendi",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:polarized"
burgundy-novacheck-burberry-2000s,"""Burgundy Novacheck"" Burberry 2000s",rectangle,,"heart, oval, round, diamond","style:rectangle, vibe:retro, vibe:classic, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
spy-kids-era-west-italy-1990s,"""Spy Kids Era"" West Italy 1990s",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:modern, vibe:trendy, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:polarized"
round-and-round-caroline-herrera-1990s,"""Round and Round"" Carolina Herrera 1990s",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
mirror-mirror-killington-1980s,"""Mirror, Mirror"" Killington 1980s",aviator,,"heart, oval, square, diamond","style:aviator, vibe:retro, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:polarized"
chicago-home-of-the-blues-silhouette-1970s,"""Chicago, home of the Blues"" Silhouette 1970s",aviator,,"heart, oval, square, diamond","style:aviator, vibe:classic, vibe:trendy, vibe:edgy, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
captain-pilot-gaultier-1980s,"""Captain, Pilot"" Gaultier 1980s",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
vintage-adjacent-wink-2000s-versace-black-geometric-cat-eye-sunglasses,"""Adjacent Wink"" 2000s Versace Sunglasses",cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:polarized"
